,rank_y_test,y_test,rank_preds,preds
3057,2802,51.0,3869,33.638046
1437,2803,51.0,2050,65.1129
3896,2804,50.66666666666666,3368,43.75113
2984,2805,50.66666666666666,2763,53.764553
3155,2806,50.66666666666666,3611,42.074226
9534,2807,50.66666666666666,3247,45.57672
10890,2808,50.66666666666666,3394,43.75113
1341,2809,50.66666666666666,3504,43.60521
4753,2810,50.66666666666666,2726,54.76434
6731,2811,50.66666666666666,1856,67.169014
8194,2812,50.66666666666666,3311,44.730835
8698,2813,50.66666666666666,3727,36.85961
4669,2814,50.66666666666666,3229,45.57672
2764,2815,50.66666666666666,4060,23.27374
454,2816,50.66666666666666,2341,60.929832
288,2817,50.66666666666666,1948,65.97616
8896,2818,50.66666666666666,3703,36.85961
11637,2819,50.66666666666666,1237,75.64504
2120,2820,50.66666666666666,3050,50.199165
2319,2821,50.66666666666666,2594,56.448315
9441,2822,50.66666666666666,1113,76.1609
854,2823,50.66666666666666,4023,25.07674
11073,2824,50.66666666666666,2342,60.929832
2889,2825,50.66666666666666,2220,60.99363
7858,2826,50.333333333333336,1274,73.317795
10701,2827,50.333333333333336,1729,67.22543
2690,2828,50.333333333333336,2585,56.448315
8171,2829,50.333333333333336,2587,56.448315
12331,2830,50.333333333333336,3143,49.128265
5714,2831,50.333333333333336,3015,50.199165
1890,2832,50.333333333333336,2289,60.98109
8966,2833,50.333333333333336,3248,45.57672
5247,2834,50.333333333333336,1016,78.76075
1436,2835,50.333333333333336,2291,60.98109
2934,2836,50.333333333333336,3020,50.199165
9507,2837,50.333333333333336,2588,56.448315
6054,2838,50.333333333333336,3879,33.638046
5535,2839,50.333333333333336,2089,63.15874
4954,2840,50.0,3274,44.730835
9342,2841,50.0,2165,61.0464
810,2842,50.0,2114,63.15874
1379,2843,50.0,2251,60.99363
6430,2844,50.0,3570,42.404076
9395,2845,50.0,3359,43.75113
10407,2846,50.0,3005,50.199165
8056,2847,50.0,1559,68.26719
9566,2848,50.0,3713,36.85961
2121,2849,50.0,2237,60.99363
8390,2850,50.0,2725,54.76434
3725,2851,50.0,3605,42.074226
9665,2852,50.0,3549,42.404076
6432,2853,50.0,2584,56.448315
322,2854,50.0,3225,45.57672
1927,2855,49.66666666666666,1683,68.158806
1369,2856,49.66666666666666,3219,45.57672
729,2857,49.66666666666666,3168,48.25988
6710,2858,49.66666666666666,2586,56.448315
3791,2859,49.66666666666666,2708,54.76434
4609,2860,49.66666666666666,3295,44.730835
10470,2861,49.66666666666666,3685,36.85961
6685,2862,49.66666666666666,3545,42.404076
11382,2863,49.66666666666666,1993,65.20687
5512,2864,49.66666666666666,3483,43.75113
1744,2865,49.66666666666666,1996,65.20687
3198,2866,49.66666666666666,2616,56.448315
7271,2867,49.66666666666666,2578,56.448315
738,2868,49.66666666666666,1734,67.22543
233,2869,49.66666666666666,2112,63.15874
1620,2870,49.66666666666666,3720,36.85961
6739,2871,49.66666666666666,3174,48.25988
7311,2872,49.66666666666666,1730,67.22543
1034,2873,49.66666666666666,1731,67.22543
5808,2874,49.66666666666666,1908,66.42657
9912,2875,49.66666666666666,3013,50.199165
8811,2876,49.66666666666666,2440,57.75485
8851,2877,49.66666666666666,3480,43.75113
7744,2878,49.333333333333336,718,80.673836
5833,2879,49.333333333333336,2612,56.448315
8439,2880,49.333333333333336,194,88.44236
10791,2881,49.333333333333336,3224,45.57672
8701,2882,49.333333333333336,3446,43.75113
4061,2883,49.333333333333336,834,80.43392
542,2884,49.333333333333336,2989,50.199165
7956,2885,49.333333333333336,3320,44.730835
1530,2886,49.333333333333336,3575,42.404076
360,2887,49.333333333333336,2826,51.68775
2064,2888,49.333333333333336,2435,57.75485
8884,2889,49.333333333333336,3139,49.128265
4212,2890,49.333333333333336,3617,42.074226
7468,2891,49.333333333333336,2434,57.75485
11342,2892,49.333333333333336,1991,65.20687
2353,2893,49.333333333333336,1549,68.26719
1541,2894,49.333333333333336,2816,51.68775
6427,2895,49.333333333333336,2815,51.68775
7921,2896,49.333333333333336,2776,53.764553
7642,2897,49.333333333333336,3919,33.638046
3273,2898,49.333333333333336,2873,51.68775
2881,2899,49.0,3307,44.730835
311,2900,49.0,1530,68.34153
827,2901,49.0,2609,56.448315
1631,2902,49.0,1342,73.244995
8548,2903,49.0,3535,42.404076
3994,2904,49.0,1709,67.22543
8944,2905,49.0,3566,42.404076
3617,2906,49.0,3470,43.75113
2859,2907,49.0,3129,49.128265
9296,2908,49.0,2387,60.06171
8807,2909,49.0,3576,42.404076
6688,2910,49.0,2834,51.68775
7727,2911,49.0,3502,43.60521
801,2912,48.66666666666666,3025,50.199165
3070,2913,48.66666666666666,569,82.63668
7783,2914,48.66666666666666,1966,65.97616
10305,2915,48.66666666666666,2772,53.764553
8720,2916,48.66666666666666,2833,51.68775
6008,2917,48.66666666666666,3686,36.85961
11973,2918,48.66666666666666,3258,44.730835
6072,2919,48.66666666666666,3123,49.128265
5844,2920,48.66666666666666,2605,56.448315
3529,2921,48.66666666666666,1055,76.758995
9923,2922,48.66666666666666,2459,57.75485
10153,2923,48.66666666666666,1711,67.22543
681,2924,48.66666666666666,2598,56.448315
1286,2925,48.66666666666666,2430,57.75485
9724,2926,48.66666666666666,573,82.63668
1929,2927,48.333333333333336,3210,45.57672
9711,2928,48.333333333333336,3973,29.194742
3208,2929,48.333333333333336,2866,51.68775
10727,2930,48.333333333333336,1619,68.26719
6304,2931,48.333333333333336,2038,65.1129
10796,2932,48.333333333333336,2384,60.06171
2661,2933,48.333333333333336,3058,50.199165
1271,2934,48.333333333333336,3595,42.074226
87,2935,48.333333333333336,1737,67.22543
4778,2936,48.333333333333336,3142,49.128265
7409,2937,48.333333333333336,1119,76.1609
1598,2938,48.333333333333336,1245,73.317795
7388,2939,48.333333333333336,3463,43.75113
10739,2940,48.333333333333336,2752,54.76434
2539,2941,48.333333333333336,3916,33.638046
9356,2942,48.333333333333336,3264,44.730835
11669,2943,48.0,2743,54.76434
1184,2944,48.0,1363,73.244995
7983,2945,48.0,2305,60.98109
7746,2946,48.0,2844,51.68775
5190,2947,48.0,3151,49.128265
2712,2948,48.0,2742,54.76434
3536,2949,48.0,2182,61.0464
5,2950,48.0,1217,75.64504
1267,2951,48.0,2261,60.99363
4396,2952,48.0,2744,54.76434
1713,2953,48.0,3479,43.75113
2207,2954,48.0,1875,66.42657
10787,2955,48.0,3148,49.128265
10753,2956,48.0,3028,50.199165
5921,2957,48.0,3536,42.404076
28,2958,48.0,3484,43.75113
5634,2959,48.0,3725,36.85961
173,2960,48.0,3046,50.199165
2938,2961,48.0,3048,50.199165
7743,2962,48.0,3456,43.75113
7916,2963,47.66666666666666,3350,44.730835
2450,2964,47.66666666666666,3192,48.25988
1079,2965,47.66666666666666,3327,44.730835
9701,2966,47.66666666666666,844,80.43392
3990,2967,47.66666666666666,1057,76.758995
4805,2968,47.66666666666666,3730,36.85961
12044,2969,47.66666666666666,2574,56.448315
491,2970,47.66666666666666,2105,63.15874
10931,2971,47.66666666666666,2851,51.68775
9143,2972,47.66666666666666,2741,54.76434
10634,2973,47.66666666666666,3146,49.128265
8380,2974,47.66666666666666,1871,66.42657
5899,2975,47.66666666666666,2036,65.1129
1463,2976,47.333333333333336,3775,33.942238
1656,2977,47.333333333333336,3717,36.85961
83,2978,47.333333333333336,2468,57.75485
3875,2979,47.333333333333336,2467,57.75485
7427,2980,47.333333333333336,2929,50.199165
7341,2981,47.333333333333336,2020,65.20687
3561,2982,47.333333333333336,3196,48.25988
4766,2983,47.333333333333336,3777,33.942238
1198,2984,47.333333333333336,2855,51.68775
7740,2985,47.333333333333336,2021,65.20687
4204,2986,47.333333333333336,3346,44.730835
3069,2987,47.333333333333336,2104,63.15874
1394,2988,47.333333333333336,2783,53.764553
3977,2989,47.0,2863,51.68775
3392,2990,47.0,3682,36.85961
1473,2991,47.0,2170,61.0464
7209,2992,47.0,3808,33.942238
6715,2993,47.0,2344,60.929832
2193,2994,47.0,1782,67.22543
962,2995,47.0,2017,65.20687
837,2996,47.0,2188,61.0464
4088,2997,47.0,3935,29.503345
6368,2998,47.0,2053,65.1129
1859,2999,47.0,3467,43.75113
762,3000,47.0,3853,33.638046
11934,3001,47.0,3206,45.57672
765,3002,47.0,3476,43.75113
2462,3003,47.0,3606,42.074226
12248,3004,47.0,3132,49.128265
8342,3005,46.66666666666666,2332,60.929832
7573,3006,46.66666666666666,3584,42.404076
8776,3007,46.66666666666666,2540,56.448315
2879,3008,46.66666666666666,2965,50.199165
3774,3009,46.66666666666666,3585,42.404076
6066,3010,46.66666666666666,3157,49.128265
9084,3011,46.66666666666666,3380,43.75113
11763,3012,46.66666666666666,3122,49.128265
6041,3013,46.66666666666666,3583,42.404076
6512,3014,46.66666666666666,2870,51.68775
3417,3015,46.66666666666666,3482,43.75113
2143,3016,46.66666666666666,3337,44.730835
5202,3017,46.66666666666666,3687,36.85961
6535,3018,46.66666666666666,3354,44.730835
11688,3019,46.66666666666666,2532,56.448315
11886,3020,46.66666666666666,2407,60.06171
4729,3021,46.66666666666666,3352,44.730835
12066,3022,46.66666666666666,1362,73.244995
8426,3023,46.333333333333336,3829,33.638046
8012,3024,46.333333333333336,3338,44.730835
1980,3025,46.333333333333336,3390,43.75113
5960,3026,46.333333333333336,3120,49.128265
9385,3027,46.333333333333336,2753,54.76434
1265,3028,46.333333333333336,3783,33.942238
9838,3029,46.333333333333336,2940,50.199165
7442,3030,46.333333333333336,2278,60.98109
10205,3031,46.333333333333336,2536,56.448315
5924,3032,46.333333333333336,1824,67.169014
6379,3033,46.333333333333336,3694,36.85961
4746,3034,46.333333333333336,2413,60.06171
771,3035,46.333333333333336,1062,76.758995
3928,3036,46.333333333333336,2733,54.76434
9509,3037,46.333333333333336,2480,57.75485
1538,3038,46.333333333333336,2971,50.199165
6372,3039,46.333333333333336,2539,56.448315
9094,3040,46.333333333333336,2538,56.448315
2581,3041,46.333333333333336,2974,50.199165
3218,3042,46.333333333333336,3609,42.074226
10294,3043,46.0,1165,75.68213
4203,3044,46.0,2323,60.929832
5867,3045,46.0,3984,27.629244
4519,3046,46.0,773,80.59065
392,3047,46.0,3749,36.85961
3505,3048,46.0,3160,48.25988
9626,3049,46.0,2098,63.15874
8636,3050,46.0,2533,56.448315
7844,3051,46.0,3357,44.730835
9161,3052,46.0,3567,42.404076
9371,3053,46.0,1696,68.158806
232,3054,46.0,2115,63.15874
599,3055,46.0,2534,56.448315
4646,3056,46.0,2059,65.1129
8464,3057,46.0,2100,63.15874
6177,3058,46.0,2951,50.199165
1685,3059,46.0,4018,25.428604
1540,3060,45.66666666666666,2781,53.764553
10822,3061,45.66666666666666,1527,68.34153
9702,3062,45.66666666666666,913,80.072296
1228,3063,45.66666666666666,3228,45.57672
4991,3064,45.66666666666666,1378,71.847435
6609,3065,45.66666666666666,2571,56.448315
4047,3066,45.66666666666666,2564,56.448315
9095,3067,45.66666666666666,3435,43.75113
612,3068,45.66666666666666,2185,61.0464
2236,3069,45.66666666666666,3731,36.85961
2115,3070,45.66666666666666,3231,45.57672
8659,3071,45.66666666666666,3737,36.85961
5333,3072,45.66666666666666,3559,42.404076
9100,3073,45.66666666666666,3736,36.85961
4994,3074,45.66666666666666,2178,61.0464
3886,3075,45.66666666666666,2484,57.75485
1487,3076,45.66666666666666,2426,60.06171
1460,3077,45.333333333333336,2785,53.764553
5983,3078,45.333333333333336,3750,36.85961
3391,3079,45.333333333333336,3512,43.60521
2165,3080,45.333333333333336,3543,42.404076
10528,3081,45.333333333333336,3234,45.57672
9284,3082,45.333333333333336,3331,44.730835
6155,3083,45.333333333333336,3328,44.730835
9656,3084,45.333333333333336,3332,44.730835
1581,3085,45.333333333333336,2732,54.76434
4917,3086,45.333333333333336,1926,65.97616
5702,3087,45.333333333333336,2265,60.99363
1701,3088,45.333333333333336,3334,44.730835
501,3089,45.333333333333336,2771,53.764553
7050,3090,45.0,3356,44.730835
7362,3091,45.0,2890,51.68775
11908,3092,45.0,3408,43.75113
3066,3093,45.0,3966,29.194742
657,3094,45.0,3401,43.75113
2516,3095,45.0,2008,65.20687
10595,3096,45.0,1544,68.34153
3718,3097,45.0,2009,65.20687
9793,3098,45.0,2569,56.448315
10488,3099,45.0,1550,68.26719
5192,3100,45.0,3400,43.75113
6836,3101,45.0,3198,48.25988
1682,3102,44.66666666666666,2927,50.199165
12329,3103,44.66666666666666,1307,73.317795
3029,3104,44.66666666666666,2930,50.199165
166,3105,44.66666666666666,2412,60.06171
7232,3106,44.66666666666666,3841,33.638046
11223,3107,44.66666666666666,905,80.43392
567,3108,44.66666666666666,3839,33.638046
8266,3109,44.66666666666666,2567,56.448315
8354,3110,44.66666666666666,1767,67.22543
1439,3111,44.66666666666666,2618,56.448315
8376,3112,44.66666666666666,3782,33.942238
3704,3113,44.66666666666666,3838,33.638046
3256,3114,44.66666666666666,1452,71.70239
9410,3115,44.333333333333336,2884,51.68775
3863,3116,44.333333333333336,3598,42.074226
7889,3117,44.333333333333336,1494,68.34153
4305,3118,44.333333333333336,3412,43.75113
2950,3119,44.333333333333336,2760,53.764553
8666,3120,44.333333333333336,2926,50.199165
5564,3121,44.333333333333336,748,80.59065
9263,3122,44.333333333333336,2905,51.68775
11900,3123,44.333333333333336,3759,36.85961
7528,3124,44.333333333333336,904,80.43392
456,3125,44.333333333333336,3763,33.942238
3393,3126,44.333333333333336,3185,48.25988
1948,3127,44.333333333333336,2097,63.15874
3072,3128,44.333333333333336,2565,56.448315
1758,3129,44.333333333333336,3678,36.85961
9281,3130,44.333333333333336,3145,49.128265
1278,3131,44.333333333333336,2789,53.764553
10633,3132,44.333333333333336,3573,42.404076
8308,3133,44.0,3347,44.730835
8510,3134,44.0,3745,36.85961
7612,3135,44.0,3190,48.25988
200,3136,44.0,564,82.63668
9038,3137,44.0,2067,65.1129
9213,3138,44.0,3073,49.128265
1483,3139,44.0,2893,51.68775
2189,3140,44.0,2889,51.68775
9897,3141,44.0,2892,51.68775
6931,3142,44.0,3744,36.85961
1465,3143,44.0,3407,43.75113
754,3144,44.0,2554,56.448315
2208,3145,44.0,3597,42.074226
7632,3146,44.0,2757,53.764553
6675,3147,44.0,3348,44.730835
2641,3148,43.66666666666666,3836,33.638046
8334,3149,43.66666666666666,3102,49.128265
7187,3150,43.66666666666666,1880,66.42657
4020,3151,43.66666666666666,3079,49.128265
10135,3152,43.66666666666666,3439,43.75113
8874,3153,43.66666666666666,2560,56.448315
10261,3154,43.66666666666666,3064,49.128265
4807,3155,43.66666666666666,3509,43.60521
1600,3156,43.66666666666666,3747,36.85961
7160,3157,43.66666666666666,3233,45.57672
9452,3158,43.66666666666666,2724,54.76434
6036,3159,43.66666666666666,1030,78.76075
9962,3160,43.66666666666666,2716,54.76434
9571,3161,43.66666666666666,2717,54.76434
7539,3162,43.66666666666666,2410,60.06171
503,3163,43.66666666666666,1748,67.22543
5715,3164,43.66666666666666,2957,50.199165
11730,3165,43.66666666666666,2914,50.199165
7644,3166,43.66666666666666,1424,71.70239
11620,3167,43.333333333333336,1954,65.97616
10459,3168,43.333333333333336,2770,53.764553
9267,3169,43.333333333333336,2091,63.15874
286,3170,43.333333333333336,3582,42.404076
11304,3171,43.333333333333336,2293,60.98109
442,3172,43.333333333333336,2947,50.199165
412,3173,43.333333333333336,1753,67.22543
4067,3174,43.333333333333336,2786,53.764553
5518,3175,43.333333333333336,2942,50.199165
2008,3176,43.333333333333336,2939,50.199165
10557,3177,43.333333333333336,2558,56.448315
3339,3178,43.333333333333336,3739,36.85961
4045,3179,43.333333333333336,2958,50.199165
2810,3180,43.333333333333336,1750,67.22543
5680,3181,43.333333333333336,2202,61.0464
282,3182,43.0,1521,68.34153
2475,3183,43.0,3358,43.75113
306,3184,43.0,2952,50.199165
3039,3185,43.0,3490,43.60521
3215,3186,43.0,3112,49.128265
7868,3187,43.0,3420,43.75113
6286,3188,43.0,162,88.55684
10929,3189,43.0,3978,29.194742
148,3190,43.0,1932,65.97616
352,3191,43.0,1757,67.22543
1001,3192,43.0,3423,43.75113
7403,3193,43.0,2950,50.199165
7285,3194,43.0,1352,73.244995
4367,3195,43.0,1228,75.64504
3017,3196,42.66666666666666,3171,48.25988
7181,3197,42.66666666666666,3441,43.75113
5756,3198,42.66666666666666,3751,36.85961
3413,3199,42.66666666666666,2836,51.68775
5283,3200,42.66666666666666,3831,33.638046
8423,3201,42.66666666666666,2442,57.75485
11975,3202,42.66666666666666,2767,53.764553
4200,3203,42.66666666666666,3494,43.60521
1840,3204,42.66666666666666,3760,36.85961
1494,3205,42.66666666666666,3732,36.85961
1139,3206,42.66666666666666,3366,43.75113
11945,3207,42.333333333333336,3387,43.75113
4975,3208,42.333333333333336,2279,60.98109
8815,3209,42.333333333333336,3246,45.57672
4243,3210,42.333333333333336,2562,56.448315
26,3211,42.333333333333336,2271,60.98109
22,3212,42.333333333333336,3701,36.85961
8756,3213,42.333333333333336,3728,36.85961
3367,3214,42.333333333333336,2420,60.06171
891,3215,42.333333333333336,3786,33.942238
6989,3216,42.333333333333336,3164,48.25988
12096,3217,42.333333333333336,2364,60.929832
6479,3218,42.333333333333336,1130,76.1609
4621,3219,42.333333333333336,956,78.78459
10330,3220,42.333333333333336,2227,60.99363
3935,3221,42.333333333333336,3170,48.25988
852,3222,42.0,2935,50.199165
11769,3223,42.0,2276,60.98109
6600,3224,42.0,1565,68.26719
509,3225,42.0,3690,36.85961
9891,3226,42.0,3556,42.404076
6896,3227,42.0,3688,36.85961
7336,3228,42.0,2563,56.448315
188,3229,42.0,2358,60.929832
9348,3230,42.0,2090,63.15874
9087,3231,42.0,1874,66.42657
2080,3232,42.0,2822,51.68775
11079,3233,42.0,2819,51.68775
2457,3234,42.0,3369,43.75113
5985,3235,42.0,3388,43.75113
8799,3236,42.0,2830,51.68775
9813,3237,42.0,2975,50.199165
4751,3238,42.0,2062,65.1129
1501,3239,42.0,2973,50.199165
5414,3240,42.0,2761,53.764553
5842,3241,42.0,1407,71.847435
2544,3242,42.0,3691,36.85961
1041,3243,41.66666666666666,3496,43.60521
1375,3244,41.66666666666666,3862,33.638046
7383,3245,41.66666666666666,3458,43.75113
6567,3246,41.66666666666666,3477,43.75113
2610,3247,41.66666666666666,3855,33.638046
8846,3248,41.66666666666666,1974,65.20687
12121,3249,41.66666666666666,3335,44.730835
8389,3250,41.66666666666666,2735,54.76434
7245,3251,41.66666666666666,2411,60.06171
9096,3252,41.66666666666666,3947,29.503345
7752,3253,41.66666666666666,3221,45.57672
6861,3254,41.66666666666666,2162,61.0464
3826,3255,41.66666666666666,3172,48.25988
11484,3256,41.66666666666666,1476,71.651375
1562,3257,41.66666666666666,2566,56.448315
3755,3258,41.66666666666666,3341,44.730835
5830,3259,41.333333333333336,2166,61.0464
10574,3260,41.333333333333336,1761,67.22543
7103,3261,41.333333333333336,3704,36.85961
1402,3262,41.333333333333336,1764,67.22543
2154,3263,41.333333333333336,3343,44.730835
3421,3264,41.333333333333336,2924,50.199165
3020,3265,41.333333333333336,1623,68.17008
12090,3266,41.333333333333336,2568,56.448315
10862,3267,41.333333333333336,3681,36.85961
4974,3268,41.333333333333336,3684,36.85961
8856,3269,41.333333333333336,3861,33.638046
11884,3270,41.333333333333336,3080,49.128265
2521,3271,41.333333333333336,3451,43.75113
11074,3272,41.333333333333336,3088,49.128265
988,3273,41.333333333333336,3452,43.75113
9800,3274,41.0,2184,61.0464
517,3275,41.0,2848,51.68775
7588,3276,41.0,3542,42.404076
6892,3277,41.0,3095,49.128265
10730,3278,41.0,3850,33.638046
9178,3279,41.0,3721,36.85961
10333,3280,41.0,3723,36.85961
4096,3281,41.0,3094,49.128265
2412,3282,41.0,3461,43.75113
4422,3283,41.0,3501,43.60521
12180,3284,41.0,3092,49.128265
6281,3285,41.0,3706,36.85961
6402,3286,41.0,1053,76.758995
4159,3287,41.0,3209,45.57672
1478,3288,41.0,1891,66.42657
10749,3289,41.0,1552,68.26719
11479,3290,40.66666666666666,3845,33.638046
2427,3291,40.66666666666666,3708,36.85961
2320,3292,40.66666666666666,3709,36.85961
11956,3293,40.66666666666666,3044,50.199165
12224,3294,40.66666666666666,2739,54.76434
1236,3295,40.66666666666666,994,78.76075
7298,3296,40.66666666666666,2784,53.764553
7434,3297,40.66666666666666,3330,44.730835
8682,3298,40.66666666666666,161,88.55684
10926,3299,40.66666666666666,3194,48.25988
3112,3300,40.66666666666666,2572,56.448315
1343,3301,40.66666666666666,2348,60.929832
3364,3302,40.66666666666666,3333,44.730835
10193,3303,40.66666666666666,2854,51.68775
2851,3304,40.333333333333336,3817,33.638046
9018,3305,40.333333333333336,3036,50.199165
8952,3306,40.333333333333336,3715,36.85961
8524,3307,40.333333333333336,2094,63.15874
8641,3308,40.333333333333336,2740,54.76434
10592,3309,40.333333333333336,3527,42.404076
3025,3310,40.333333333333336,3714,36.85961
10838,3311,40.333333333333336,2551,56.448315
4582,3312,40.333333333333336,3819,33.638046
9544,3313,40.333333333333336,3825,33.638046
6098,3314,40.333333333333336,3466,43.75113
1049,3315,40.333333333333336,3538,42.404076
9611,3316,40.333333333333336,2552,56.448315
8318,3317,40.333333333333336,3548,42.404076
1482,3318,40.333333333333336,3042,50.199165
5385,3319,40.333333333333336,3769,33.942238
11960,3320,40.333333333333336,3707,36.85961
3670,3321,40.333333333333336,3215,45.57672
4673,3322,40.0,2734,54.76434
8696,3323,40.0,3958,29.194742
3682,3324,40.0,4032,25.07674
4017,3325,40.0,2541,56.448315
4964,3326,40.0,2777,53.764553
10522,3327,40.0,3275,44.730835
79,3328,40.0,2483,57.75485
3655,3329,40.0,3087,49.128265
6737,3330,40.0,2102,63.15874
5355,3331,40.0,1822,67.169014
2700,3332,40.0,2537,56.448315
3522,3333,40.0,2535,56.448315
9400,3334,40.0,3091,49.128265
6571,3335,40.0,3820,33.638046
3380,3336,40.0,2414,60.06171
7589,3337,40.0,1930,65.97616
4082,3338,39.66666666666666,1679,68.158806
10186,3339,39.66666666666666,3547,42.404076
6024,3340,39.66666666666666,3803,33.942238
10667,3341,39.66666666666666,1499,68.34153
1883,3342,39.66666666666666,3218,45.57672
9835,3343,39.66666666666666,3086,49.128265
1158,3344,39.66666666666666,4089,22.206335
1852,3345,39.66666666666666,3593,42.074226
6205,3346,39.66666666666666,3472,43.75113
3412,3347,39.66666666666666,3823,33.638046
1800,3348,39.66666666666666,3213,45.57672
7431,3349,39.66666666666666,3459,43.75113
6222,3350,39.66666666666666,2775,53.764553
1451,3351,39.66666666666666,2543,56.448315
10364,3352,39.66666666666666,3571,42.404076
6855,3353,39.333333333333336,3084,49.128265
1584,3354,39.333333333333336,2820,51.68775
8502,3355,39.333333333333336,3023,50.199165
653,3356,39.333333333333336,2286,60.98109
469,3357,39.333333333333336,3815,33.638046
1652,3358,39.333333333333336,3083,49.128265
8801,3359,39.333333333333336,2111,63.15874
6321,3360,39.333333333333336,1902,66.42657
2629,3361,39.333333333333336,2544,56.448315
5843,3362,39.333333333333336,3054,50.199165
2840,3363,39.333333333333336,1489,71.651375
753,3364,39.333333333333336,3979,29.194742
334,3365,39.333333333333336,1178,75.68213
3657,3366,39.0,3462,43.75113
10217,3367,39.0,2547,56.448315
10471,3368,39.0,1892,66.42657
493,3369,39.0,2362,60.929832
2284,3370,39.0,3818,33.638046
8792,3371,39.0,3473,43.75113
5066,3372,39.0,2749,54.76434
8590,3373,39.0,3199,48.25988
7374,3374,39.0,1912,66.42657
10942,3375,39.0,3082,49.128265
2965,3376,39.0,2825,51.68775
5018,3377,39.0,2817,51.68775
6793,3378,39.0,3262,44.730835
4058,3379,39.0,3813,33.638046
8437,3380,39.0,3792,33.942238
374,3381,38.66666666666666,3097,49.128265
1822,3382,38.66666666666666,3683,36.85961
6358,3383,38.66666666666666,1962,65.97616
3866,3384,38.66666666666666,3735,36.85961
1653,3385,38.66666666666666,2550,56.448315
969,3386,38.66666666666666,3755,36.85961
4773,3387,38.66666666666666,2312,60.98109
2296,3388,38.66666666666666,2548,56.448315
5704,3389,38.66666666666666,3771,33.942238
7969,3390,38.66666666666666,3081,49.128265
5030,3391,38.66666666666666,1961,65.97616
5609,3392,38.66666666666666,2828,51.68775
10359,3393,38.66666666666666,3460,43.75113
8365,3394,38.333333333333336,2573,56.448315
11087,3395,38.333333333333336,3746,36.85961
5162,3396,38.333333333333336,3742,36.85961
2392,3397,38.333333333333336,1955,65.97616
342,3398,38.333333333333336,2553,56.448315
6985,3399,38.333333333333336,1816,67.22543
388,3400,38.333333333333336,3322,44.730835
1894,3401,38.333333333333336,2837,51.68775
3854,3402,38.333333333333336,3929,33.638046
9894,3403,38.333333333333336,3478,43.75113
409,3404,38.333333333333336,2990,50.199165
6042,3405,38.0,3293,44.730835
6288,3406,38.0,3729,36.85961
8118,3407,38.0,2778,53.764553
4506,3408,38.0,3613,42.074226
9211,3409,38.0,2874,51.68775
10114,3410,38.0,2987,50.199165
5340,3411,38.0,3183,48.25988
5160,3412,38.0,2710,54.76434
9327,3413,38.0,1602,68.26719
2469,3414,38.0,2373,60.06171
9622,3415,38.0,4064,23.27374
2304,3416,38.0,3987,27.629244
6853,3417,38.0,3303,44.730835
3111,3418,37.66666666666666,3114,49.128265
3731,3419,37.66666666666666,3529,42.404076
877,3420,37.66666666666666,3108,49.128265
6869,3421,37.66666666666666,1480,71.651375
5816,3422,37.66666666666666,3927,33.638046
9678,3423,37.66666666666666,3109,49.128265
1180,3424,37.66666666666666,3918,33.638046
2804,3425,37.66666666666666,3921,33.638046
1658,3426,37.66666666666666,3012,50.199165
7406,3427,37.66666666666666,3113,49.128265
11488,3428,37.66666666666666,4087,22.206335
3756,3429,37.66666666666666,3518,43.60521
4658,3430,37.66666666666666,4004,27.547102
6583,3431,37.66666666666666,3297,44.730835
4698,3432,37.66666666666666,3917,33.638046
3355,3433,37.66666666666666,3163,48.25988
1491,3434,37.66666666666666,2174,61.0464
5102,3435,37.66666666666666,2597,56.448315
6506,3436,37.66666666666666,3116,49.128265
5834,3437,37.66666666666666,1904,66.42657
773,3438,37.333333333333336,2895,51.68775
2845,3439,37.333333333333336,3364,43.75113
4694,3440,37.333333333333336,3539,42.404076
5498,3441,37.333333333333336,2879,51.68775
3821,3442,37.333333333333336,1706,68.158806
7132,3443,37.333333333333336,3510,43.60521
11011,3444,37.333333333333336,3920,33.638046
10805,3445,37.333333333333336,771,80.59065
317,3446,37.333333333333336,3317,44.730835
11933,3447,37.333333333333336,3105,49.128265
8964,3448,37.333333333333336,3485,43.75113
8164,3449,37.333333333333336,3106,49.128265
5638,3450,37.0,3581,42.404076
10194,3451,37.0,1596,68.26719
10052,3452,37.0,4039,23.27374
1345,3453,37.0,3278,44.730835
10912,3454,37.0,3226,45.57672
563,3455,37.0,3915,33.638046
11517,3456,37.0,2881,51.68775
1469,3457,37.0,3619,42.074226
9487,3458,37.0,3362,43.75113
1845,3459,37.0,3716,36.85961
3144,3460,37.0,4029,25.07674
4980,3461,37.0,3891,33.638046
8565,3462,36.66666666666666,3006,50.199165
1234,3463,36.66666666666666,3104,49.128265
2722,3464,36.66666666666666,3178,48.25988
9712,3465,36.66666666666666,2075,63.15874
314,3466,36.66666666666666,3712,36.85961
9683,3467,36.66666666666666,4011,27.547102
2710,3468,36.66666666666666,2723,54.76434
4105,3469,36.66666666666666,3710,36.85961
6282,3470,36.66666666666666,3391,43.75113
4977,3471,36.66666666666666,3572,42.404076
4529,3472,36.66666666666666,1545,68.34153
10009,3473,36.66666666666666,3386,43.75113
9697,3474,36.66666666666666,3965,29.194742
8135,3475,36.333333333333336,3089,49.128265
10958,3476,36.333333333333336,1033,78.76075
9643,3477,36.333333333333336,3159,48.25988
7192,3478,36.333333333333336,3882,33.638046
3867,3479,36.333333333333336,2022,65.1129
